Production_ID,Production_Date,Shift,Product_ID,Product_Name,Product_Category,Machine_ID,Operator_ID,Planned_Qty,Produced_Qty,Good_Qty,Rejected_Qty,Production_Hours,Downtime_Hours,Raw_Material_Used_Kg,Wastage_Kg,Defect_Type,Production_Efficiency_%,Defect_Rate_%,Production_Status,Batch_Quality,Product_Quality_Level,Product_Quality_Score,Year,Month,Month_Name,Month_Year
P083002,2024-07-22,Morning,NP003,Plastic Chair,Furniture,M003,E008,1157,995,939,56,7.7,0.11,2919.25,6.71,Colour Defect,86.0,5.63,Completed,Low,Medium,46.592,2024,7,July,2024-07
P083003,2025-09-25,Evening,NP005,Plastic Dustbin,Household Utility,M002,E022,1396,1423,1368,55,7.36,1.37,2543.0,38.38,None,101.93,3.87,Completed,Medium,Low,33.044,2025,9,September,2025-09
P083004,2023-06-17,Night,NP005,Plastic Dustbin,Household Utility,M001,E029,911,866,826,40,7.03,1.1,1609.36,17.39,Colour Defect,95.06,4.62,Completed,Medium,Low,33.044,2023,6,June,2023-06
P083005,2024-02-17,Evening,NP004,Storage Box,Storage,M005,E017,1470,1421,1399,22,6.82,0.07,2188.04,35.73,Dimensional Defect,96.67,1.55,Completed,High,Low,22.264,2024,2,February,2024-02
P083006,2025-10-29,Morning,NP002,Plastic Mug,Household Utility,M002,E022,1260,1079,1047,32,6.08,0.92,252.68,38.71,Dimensional Defect,85.63,2.97,Completed,Low,Medium,47.322,2025,10,October,2025-10
P083007,2021-10-15,Morning,NP003,Plastic Chair,Furniture,M004,E013,988,967,936,31,6.05,1.35,2669.49,39.73,Dimensional Defect,97.87,3.21,Completed,Medium,Medium,46.592,2021,10,October,2021-10
P083008,2023-09-09,Morning,NP004,Storage Box,Storage,M004,E020,951,817,783,34,6.38,1.39,1370.03,6.66,Surface Defect,85.91,4.16,Completed,Low,Low,22.264,2023,9,September,2023-09
P083009,2024-08-11,Morning,NP001,Plastic Bucket,Household Utility,M003,E014,593,489,483,6,7.74,0.32,571.53,2.98,Dimensional Defect,82.46,1.23,Completed,Low,High,52.232,2024,8,August,2024-08
P083010,2025-09-30,Morning,NP002,Plastic Mug,Household Utility,M003,E012,582,579,534,45,6.99,0.68,147.41,21.81,Colour Defect,99.48,7.77,Completed,Low,Medium,47.322,2025,9,September,2025-09
P083011,2024-09-11,Evening,NP004,Storage Box,Storage,M002,E023,1179,1133,1078,55,7.47,1.18,1777.92,22.62,Crack,96.1,4.85,Completed,Medium,Low,22.264,2024,9,September,2024-09
P083012,2025-01-28,Morning,NP006,Kitchen Container,Kitchen Product,M006,E021,482,437,408,29,6.69,1.25,243.33,6.06,Crack,90.66,6.64,Completed,Medium,High,96.056,2025,1,January,2025-01
P083013,2022-04-02,Morning,NP001,Plastic Bucket,Household Utility,M002,E001,1554,1437,1420,17,7.12,1.04,1694.24,35.12,None,92.47,1.18,Completed,Medium,High,52.232,2022,4,April,2022-04
P083014,2026-04-07,Morning,NP001,Plastic Bucket,Household Utility,M002,E005,1520,1442,1363,79,7.49,0.12,1698.59,38.05,Surface Defect,94.87,5.48,Completed,Medium,High,52.232,2026,4,April,2026-04
P083015,2022-09-11,Night,NP002,Plastic Mug,Household Utility,M004,E013,1785,1672,1502,170,6.06,0.23,400.14,30.39,Crack,93.67,10.17,Review,Low,Medium,47.322,2022,9,September,2022-09
P083016,2025-08-24,Morning,NP006,Kitchen Container,Kitchen Product,M003,E002,1069,959,928,31,6.03,0.61,512.45,14.62,Crack,89.71,3.23,Completed,Low,High,96.056,2025,8,August,2025-08
P083017,2026-03-30,Night,NP004,Storage Box,Storage,M006,E022,494,472,420,52,7.83,0.92,736.96,22.5,Surface Defect,95.55,11.02,Review,Low,Low,22.264,2026,3,March,2026-03
P083018,2023-11-06,Night,NP001,Plastic Bucket,Household Utility,M002,E023,493,508,489,19,6.67,1.49,618.78,19.85,Surface Defect,103.04,3.74,Completed,Medium,High,52.232,2023,11,November,2023-11
P083019,2022-01-24,Evening,NP001,Plastic Bucket,Household Utility,M006,E018,1342,1361,1324,37,7.88,1.27,1549.9,38.54,Surface Defect,101.42,2.72,Completed,High,High,52.232,2022,1,January,2022-01
P083020,2023-07-15,Evening,NP003,Plastic Chair,Furniture,M006,E013,874,854,850,4,6.96,1.43,2380.7,7.51,Crack,97.71,0.47,Completed,High,Medium,46.592,2023,7,July,2023-07
P083021,2021-09-20,Evening,NP002,Plastic Mug,Household Utility,M002,E020,1305,1172,1084,88,5.86,1.05,307.53,33.23,Surface Defect,89.81,7.51,Completed,Low,Medium,47.322,2021,9,September,2021-09
P083022,2025-02-22,Evening,NP006,Kitchen Container,Kitchen Product,M003,E025,1397,1367,1320,47,6.47,0.06,786.4,32.38,Shape Defect,97.85,3.44,Completed,Medium,High,96.056,2025,2,February,2025-02
P083023,2022-08-04,Morning,NP006,Kitchen Container,Kitchen Product,M001,E028,1506,1479,1431,48,7.86,1.49,834.4,30.54,Colour Defect,98.21,3.25,Completed,Medium,High,96.056,2022,8,August,2022-08
P083024,2022-11-03,Evening,NP005,Plastic Dustbin,Household Utility,M004,E020,1260,1155,1061,94,7.95,1.27,2205.86,12.23,Shape Defect,91.67,8.14,Review,Low,Low,33.044,2022,11,November,2022-11
P083025,2025-07-20,Evening,NP001,Plastic Bucket,Household Utility,M004,E018,814,822,755,67,6.2,1.36,995.5,2.49,Colour Defect,100.98,8.15,Review,Low,High,52.232,2025,7,July,2025-07
P083026,2021-03-21,Morning,NP004,Storage Box,Storage,M005,E023,1260,1117,1092,25,6.14,1.01,1828.2,17.71,Surface Defect,88.65,2.24,Completed,Low,Low,22.264,2021,3,March,2021-03
P083027,2024-03-29,Evening,NP006,Kitchen Container,Kitchen Product,M003,E011,1692,1661,1615,46,5.84,1.45,842.84,35.0,Colour Defect,98.17,2.77,Completed,High,High,96.056,2024,3,March,2024-03
P083028,2021-06-03,Night,NP001,Plastic Bucket,Household Utility,M002,E003,518,484,456,28,7.59,0.46,557.22,10.61,None,93.44,5.79,Completed,Medium,High,52.232,2021,6,June,2021-06
P083029,2024-12-01,Evening,NP001,Plastic Bucket,Household Utility,M006,E015,1065,875,804,71,7.98,0.48,1023.14,35.93,Surface Defect,82.16,8.11,Review,Low,High,52.232,2024,12,December,2024-12
P083030,2022-12-14,Night,NP005,Plastic Dustbin,Household Utility,M002,E016,805,780,733,47,7.77,0.04,1423.41,2.64,Crack,96.89,6.03,Completed,Medium,Low,33.044,2022,12,December,2022-12
P083031,2021-06-05,Evening,NP005,Plastic Dustbin,Household Utility,M003,E012,1614,1397,1290,107,6.68,1.56,2650.98,11.07,Crack,86.56,7.66,Completed,Low,Low,33.044,2021,6,June,2021-06
P083032,2023-08-18,Evening,NP004,Storage Box,Storage,M003,E019,627,587,578,9,6.54,0.37,923.12,10.45,None,93.62,1.53,Completed,Medium,Low,22.264,2023,8,August,2023-08
P083033,2023-09-29,Evening,NP001,Plastic Bucket,Household Utility,M002,E002,636,655,619,36,6.18,0.42,767.49,32.12,Dimensional Defect,102.99,5.5,Completed,Medium,High,52.232,2023,9,September,2023-09
P083034,2022-04-23,Morning,NP004,Storage Box,Storage,M001,E001,1300,1148,1114,34,7.79,0.27,1868.49,4.52,Crack,88.31,2.96,Completed,Low,Low,22.264,2022,4,April,2022-04
P083035,2021-03-12,Morning,NP002,Plastic Mug,Household Utility,M006,E002,527,467,459,8,7.73,1.28,116.28,34.91,Surface Defect,88.61,1.71,Completed,Low,Medium,47.322,2021,3,March,2021-03
P083036,2025-12-26,Night,NP005,Plastic Dustbin,Household Utility,M001,E016,1689,1625,1617,8,5.56,1.27,2957.72,26.47,Shape Defect,96.21,0.49,Completed,High,Low,33.044,2025,12,December,2025-12
P083037,2022-03-19,Evening,NP006,Kitchen Container,Kitchen Product,M003,E017,704,647,644,3,7.73,0.58,355.55,30.41,Crack,91.9,0.46,Completed,Medium,High,96.056,2022,3,March,2022-03
P083038,2023-07-23,Night,NP001,Plastic Bucket,Household Utility,M006,E017,207,201,186,15,6.41,0.58,232.26,12.31,Crack,97.1,7.46,Completed,Low,High,52.232,2023,7,July,2023-07
P083039,2022-07-29,Morning,NP006,Kitchen Container,Kitchen Product,M005,E011,1308,1249,1099,150,7.01,0.19,629.71,25.31,Crack,95.49,12.01,Review,Low,High,96.056,2022,7,July,2022-07
P083040,2021-08-01,Evening,NP001,Plastic Bucket,Household Utility,M001,E013,357,323,309,14,6.21,1.49,403.98,23.18,None,90.48,4.33,Completed,Medium,High,52.232,2021,8,August,2021-08
P083041,2025-10-20,Morning,NP005,Plastic Dustbin,Household Utility,M005,E029,785,738,688,50,6.04,0.65,1445.89,27.0,Surface Defect,94.01,6.78,Completed,Medium,Low,33.044,2025,10,October,2025-10
P083042,2024-01-24,Evening,NP004,Storage Box,Storage,M004,E004,1285,1239,1166,73,7.87,0.03,1825.07,26.58,Surface Defect,96.42,5.89,Completed,Medium,Low,22.264,2024,1,January,2024-01
P083043,2024-07-10,Evening,NP006,Kitchen Container,Kitchen Product,M005,E008,1087,994,945,49,5.67,0.74,601.53,21.12,None,91.44,4.93,Completed,Medium,High,96.056,2024,7,July,2024-07
P083044,2021-12-14,Night,NP004,Storage Box,Storage,M005,E009,809,720,685,35,7.75,0.99,1100.27,31.27,Colour Defect,89.0,4.86,Completed,Low,Low,22.264,2021,12,December,2021-12
P083045,2022-08-08,Morning,NP003,Plastic Chair,Furniture,M004,E020,493,430,410,20,6.23,0.57,1150.74,31.85,None,87.22,4.65,Completed,Low,Medium,46.592,2022,8,August,2022-08
P083046,2023-08-16,Morning,NP001,Plastic Bucket,Household Utility,M003,E029,1208,1244,1150,94,6.81,0.65,1528.99,31.28,None,102.98,7.56,Completed,Low,High,52.232,2023,8,August,2023-08
P083047,2021-12-26,Night,NP002,Plastic Mug,Household Utility,M002,E030,782,691,655,36,7.96,1.21,175.97,13.04,Colour Defect,88.36,5.21,Completed,Low,Medium,47.322,2021,12,December,2021-12
P083048,2025-05-09,Evening,NP003,Plastic Chair,Furniture,M005,E017,1256,1217,1130,87,5.58,0.69,3545.31,37.95,Shape Defect,96.89,7.15,Completed,Low,Medium,46.592,2025,5,May,2025-05
P083049,2021-10-10,Morning,NP004,Storage Box,Storage,M005,E010,1673,1663,1533,130,6.07,1.37,2691.55,35.81,Surface Defect,99.4,7.82,Completed,Low,Low,22.264,2021,10,October,2021-10
P083050,2022-02-16,Evening,NP001,Plastic Bucket,Household Utility,M004,E007,237,226,203,23,5.54,1.17,262.15,29.6,None,95.36,10.18,Review,Low,High,52.232,2022,2,February,2022-02
P083051,2025-03-28,Evening,NP004,Storage Box,Storage,M001,E011,1060,954,887,67,7.29,0.84,1519.1,21.63,Surface Defect,90.0,7.02,Completed,Low,Low,22.264,2025,3,March,2025-03
P083052,2023-07-19,Evening,NP003,Plastic Chair,Furniture,M006,E025,707,688,660,28,6.06,1.01,1960.26,21.28,Surface Defect,97.31,4.07,Completed,Medium,Medium,46.592,2023,7,July,2023-07
P083053,2021-07-25,Morning,NP004,Storage Box,Storage,M002,E022,1401,1346,1225,121,6.24,0.61,2217.52,28.71,Surface Defect,96.07,8.99,Review,Low,Low,22.264,2021,7,July,2021-07
P083054,2026-06-28,Morning,NP004,Storage Box,Storage,M003,E017,1228,1152,1140,12,7.38,0.44,1796.54,39.85,Shape Defect,93.81,1.04,Completed,Medium,Low,22.264,2026,6,June,2026-06
P083055,2023-07-08,Night,NP003,Plastic Chair,Furniture,M003,E007,946,972,931,41,7.21,1.44,2706.1,7.45,Colour Defect,102.75,4.22,Completed,Medium,Medium,46.592,2023,7,July,2023-07
P083056,2023-01-14,Evening,NP006,Kitchen Container,Kitchen Product,M002,E029,1755,1750,1675,75,7.29,0.22,917.51,10.54,Surface Defect,99.72,4.29,Completed,Medium,High,96.056,2023,1,January,2023-01
P083057,2021-09-10,Night,NP006,Kitchen Container,Kitchen Product,M004,E016,603,604,573,31,6.45,0.97,334.32,38.47,Surface Defect,100.17,5.13,Completed,Medium,High,96.056,2021,9,September,2021-09
P083058,2021-09-22,Morning,NP001,Plastic Bucket,Household Utility,M006,E028,1510,1555,1473,82,6.51,1.0,1916.59,18.48,Colour Defect,102.98,5.27,Completed,Medium,High,52.232,2021,9,September,2021-09
P083059,2022-08-17,Night,NP003,Plastic Chair,Furniture,M005,E010,1551,1544,1433,111,6.43,0.2,4225.21,38.01,Dimensional Defect,99.55,7.19,Completed,Low,Medium,46.592,2022,8,August,2022-08
P083060,2021-06-28,Evening,NP002,Plastic Mug,Household Utility,M006,E004,533,488,462,26,5.94,0.82,122.11,16.63,None,91.56,5.33,Completed,Medium,Medium,47.322,2021,6,June,2021-06
P083061,2021-05-13,Evening,NP002,Plastic Mug,Household Utility,M001,E027,1629,1497,1490,7,5.99,0.14,370.25,39.94,Colour Defect,91.9,0.47,Completed,Medium,Medium,47.322,2021,5,May,2021-05
P083062,2025-03-09,Evening,NP001,Plastic Bucket,Household Utility,M001,E009,1629,1518,1491,27,6.15,0.57,1785.93,10.33,Shape Defect,93.19,1.78,Completed,Medium,High,52.232,2025,3,March,2025-03
P083063,2023-11-27,Night,NP001,Plastic Bucket,Household Utility,M002,E024,1408,1394,1324,70,6.23,0.29,1745.44,31.17,Colour Defect,99.01,5.02,Completed,Medium,High,52.232,2023,11,November,2023-11
P083064,2025-02-17,Morning,NP003,Plastic Chair,Furniture,M004,E005,1278,1316,1231,85,7.84,1.38,3494.04,31.0,None,102.97,6.46,Completed,Medium,Medium,46.592,2025,2,February,2025-02
P083065,2024-08-29,Evening,NP006,Kitchen Container,Kitchen Product,M004,E008,697,697,631,66,6.29,1.22,394.07,35.89,Shape Defect,100.0,9.47,Review,Low,High,96.056,2024,8,August,2024-08
P083066,2022-05-27,Evening,NP001,Plastic Bucket,Household Utility,M006,E015,1371,1319,1261,58,7.87,1.27,1539.03,39.89,None,96.21,4.4,Completed,Medium,High,52.232,2022,5,May,2022-05
P083067,2026-05-13,Morning,NP002,Plastic Mug,Household Utility,M005,E003,1253,1226,1211,15,6.35,0.19,295.01,24.46,None,97.85,1.22,Completed,High,Medium,47.322,2026,5,May,2026-05
P083068,2024-04-21,Evening,NP005,Plastic Dustbin,Household Utility,M003,E001,737,752,706,46,6.14,0.05,1426.93,10.34,Surface Defect,102.04,6.12,Completed,Medium,Low,33.044,2024,4,April,2024-04
P083069,2023-08-19,Night,NP006,Kitchen Container,Kitchen Product,M006,E026,705,597,592,5,6.63,0.93,326.63,6.83,Shape Defect,84.68,0.84,Completed,Low,High,96.056,2023,8,August,2023-08
P083070,2024-03-05,Evening,NP002,Plastic Mug,Household Utility,M002,E019,603,493,481,12,7.22,0.23,122.26,27.03,None,81.76,2.43,Completed,Low,Medium,47.322,2024,3,March,2024-03
P083071,2025-12-24,Morning,NP005,Plastic Dustbin,Household Utility,M003,E022,1776,1754,1666,88,7.5,0.62,3355.73,17.25,None,98.76,5.02,Completed,Medium,Low,33.044,2025,12,December,2025-12
P083072,2025-12-05,Evening,NP003,Plastic Chair,Furniture,M004,E023,638,553,533,20,6.44,1.14,1562.83,27.1,Crack,86.68,3.62,Completed,Low,Medium,46.592,2025,12,December,2025-12
P083073,2022-02-07,Morning,NP005,Plastic Dustbin,Household Utility,M003,E002,922,816,743,73,7.78,0.62,1455.91,14.11,Shape Defect,88.5,8.95,Review,Low,Low,33.044,2022,2,February,2022-02
P083074,2025-03-16,Morning,NP005,Plastic Dustbin,Household Utility,M002,E016,965,869,849,20,8.0,0.03,1593.13,17.54,Surface Defect,90.05,2.3,Completed,Medium,Low,33.044,2025,3,March,2025-03
P083075,2023-09-12,Evening,NP002,Plastic Mug,Household Utility,M001,E029,214,201,196,5,5.7,0.98,53.41,18.53,Shape Defect,93.93,2.49,Completed,Medium,Medium,47.322,2023,9,September,2023-09
P083076,2024-04-02,Morning,NP006,Kitchen Container,Kitchen Product,M006,E006,180,167,160,7,6.29,0.77,95.58,37.35,None,92.78,4.19,Completed,Medium,High,96.056,2024,4,April,2024-04
P083077,2023-11-13,Evening,NP006,Kitchen Container,Kitchen Product,M003,E012,476,470,438,32,6.94,1.18,252.45,1.77,None,98.74,6.81,Completed,Medium,High,96.056,2023,11,November,2023-11
P083078,2026-06-28,Evening,NP003,Plastic Chair,Furniture,M004,E007,1738,1615,1566,49,6.76,1.28,4603.11,10.67,Dimensional Defect,92.92,3.03,Completed,Medium,Medium,46.592,2026,6,June,2026-06
P083079,2024-12-27,Morning,NP004,Storage Box,Storage,M002,E003,589,585,557,28,7.45,1.07,918.61,6.93,Surface Defect,99.32,4.79,Completed,Medium,Low,22.264,2024,12,December,2024-12
P083080,2022-12-10,Evening,NP003,Plastic Chair,Furniture,M005,E018,1339,1275,1241,34,7.91,0.66,3427.28,20.59,Dimensional Defect,95.22,2.67,Completed,High,Medium,46.592,2022,12,December,2022-12
P083081,2021-08-15,Morning,NP004,Storage Box,Storage,M005,E021,1373,1373,1254,119,5.74,0.89,2224.81,8.52,Surface Defect,100.0,8.67,Review,Low,Low,22.264,2021,8,August,2021-08
P083082,2021-12-24,Morning,NP006,Kitchen Container,Kitchen Product,M003,E027,663,625,616,9,7.47,1.16,366.23,26.83,Shape Defect,94.27,1.44,Completed,Medium,High,96.056,2021,12,December,2021-12
P083083,2023-07-19,Evening,NP003,Plastic Chair,Furniture,M004,E009,1171,1191,1153,38,7.95,0.45,3396.32,11.17,Crack,101.71,3.19,Completed,Medium,Medium,46.592,2023,7,July,2023-07
P083084,2025-05-06,Night,NP002,Plastic Mug,Household Utility,M004,E022,1733,1611,1441,170,5.77,0.27,388.81,39.76,Deformed Product,92.96,10.55,Review,Low,Medium,47.322,2025,5,May,2025-05
P083085,2023-03-16,Night,NP004,Storage Box,Storage,M004,E022,1681,1610,1489,121,7.29,1.59,2715.76,3.79,Crack,95.78,7.52,Completed,Low,Low,22.264,2023,3,March,2023-03
P083086,2021-01-18,Morning,NP004,Storage Box,Storage,M003,E005,476,444,408,36,6.49,0.11,703.93,21.95,None,93.28,8.11,Review,Low,Low,22.264,2021,1,January,2021-01
P083087,2021-03-22,Morning,NP002,Plastic Mug,Household Utility,M006,E012,1668,1483,1445,38,7.33,0.16,378.22,20.65,Deformed Product,88.91,2.56,Completed,Low,Medium,47.322,2021,3,March,2021-03
P083088,2025-05-18,Morning,NP001,Plastic Bucket,Household Utility,M003,E018,1452,1489,1413,76,7.21,0.31,1726.66,23.15,Shape Defect,102.55,5.1,Completed,Medium,High,52.232,2025,5,May,2025-05
P083089,2023-11-22,Evening,NP002,Plastic Mug,Household Utility,M001,E018,1083,1058,1035,23,6.39,0.27,276.25,39.51,Colour Defect,97.69,2.17,Completed,High,Medium,47.322,2023,11,November,2023-11
P083090,2023-05-31,Night,NP002,Plastic Mug,Household Utility,M003,E002,1217,1243,1164,79,7.88,1.47,316.32,27.45,Shape Defect,102.14,6.36,Completed,Medium,Medium,47.322,2023,5,May,2023-05
P083091,2021-10-16,Morning,NP006,Kitchen Container,Kitchen Product,M004,E013,714,696,672,24,7.54,1.47,381.22,38.13,Dimensional Defect,97.48,3.45,Completed,Medium,High,96.056,2021,10,October,2021-10
P083092,2023-07-08,Morning,NP001,Plastic Bucket,Household Utility,M003,E010,265,255,245,10,5.58,0.95,316.87,5.94,Surface Defect,96.23,3.92,Completed,Medium,High,52.232,2023,7,July,2023-07
P083093,2024-01-16,Morning,NP001,Plastic Bucket,Household Utility,M005,E019,758,733,715,18,5.68,0.13,930.01,4.44,Deformed Product,96.7,2.46,Completed,High,High,52.232,2024,1,January,2024-01
P083094,2021-04-14,Evening,NP001,Plastic Bucket,Household Utility,M003,E012,327,308,289,19,7.18,1.11,381.32,4.09,Crack,94.19,6.17,Completed,Medium,High,52.232,2021,4,April,2021-04
P083095,2025-03-27,Evening,NP006,Kitchen Container,Kitchen Product,M001,E003,414,400,389,11,7.6,0.63,218.09,37.1,Colour Defect,96.62,2.75,Completed,High,High,96.056,2025,3,March,2025-03
P083096,2022-03-14,Morning,NP006,Kitchen Container,Kitchen Product,M006,E021,1132,1134,1103,31,7.43,0.57,637.5,35.33,Surface Defect,100.18,2.73,Completed,High,High,96.056,2022,3,March,2022-03
P083097,2024-03-12,Morning,NP004,Storage Box,Storage,M004,E016,1222,1006,950,56,7.27,1.16,1673.66,30.93,Crack,82.32,5.57,Completed,Low,Low,22.264,2024,3,March,2024-03
P083098,2021-02-27,Morning,NP002,Plastic Mug,Household Utility,M003,E018,1388,1184,1161,23,7.44,0.17,299.05,15.36,Deformed Product,85.3,1.94,Completed,Low,Medium,47.322,2021,2,February,2021-02
P083099,2026-04-11,Morning,NP006,Kitchen Container,Kitchen Product,M001,E006,312,264,254,10,5.7,1.43,142.04,15.13,Shape Defect,84.62,3.79,Completed,Low,High,96.056,2026,4,April,2026-04
P083100,2023-02-11,Morning,NP003,Plastic Chair,Furniture,M006,E024,522,469,418,51,5.65,1.1,1288.66,25.96,Shape Defect,89.85,10.87,Review,Low,Medium,46.592,2023,2,February,2023-02
P083101,2022-06-22,Morning,NP001,Plastic Bucket,Household Utility,M004,E015,356,339,316,23,6.7,1.29,406.87,17.67,None,95.22,6.78,Completed,Medium,High,52.232,2022,6,June,2022-06
P083102,2023-07-15,Morning,NP005,Plastic Dustbin,Household Utility,M006,E010,1503,1525,1357,168,7.64,1.35,3051.44,37.23,Shape Defect,101.46,11.02,Review,Low,Low,33.044,2023,7,July,2023-07
P083103,2022-12-05,Night,NP003,Plastic Chair,Furniture,M004,E028,223,210,196,14,6.52,0.37,581.44,11.78,Colour Defect,94.17,6.67,Completed,Medium,Medium,46.592,2022,12,December,2022-12
P083104,2022-06-23,Night,NP005,Plastic Dustbin,Household Utility,M001,E027,512,491,462,29,5.57,1.11,942.48,20.36,Shape Defect,95.9,5.91,Completed,Medium,Low,33.044,2022,6,June,2022-06
P083105,2022-05-04,Evening,NP001,Plastic Bucket,Household Utility,M005,E030,253,229,220,9,7.61,0.88,265.38,22.47,None,90.51,3.93,Completed,Medium,High,52.232,2022,5,May,2022-05
P083106,2021-01-30,Morning,NP001,Plastic Bucket,Household Utility,M001,E015,1201,1209,1163,46,7.03,1.4,1484.77,35.86,None,100.67,3.8,Completed,Medium,High,52.232,2021,1,January,2021-01
P083107,2022-10-31,Evening,NP002,Plastic Mug,Household Utility,M002,E012,829,854,811,43,7.5,0.22,206.74,33.72,None,103.02,5.04,Completed,Medium,Medium,47.322,2022,10,October,2022-10
P083108,2023-11-17,Morning,NP001,Plastic Bucket,Household Utility,M005,E004,506,521,508,13,7.89,1.47,619.16,1.17,Surface Defect,102.96,2.5,Completed,High,High,52.232,2023,11,November,2023-11
P083109,2023-03-03,Morning,NP001,Plastic Bucket,Household Utility,M006,E011,1187,1089,1072,17,6.59,0.89,1358.11,6.57,None,91.74,1.56,Completed,Medium,High,52.232,2023,3,March,2023-03
P083110,2021-05-05,Morning,NP005,Plastic Dustbin,Household Utility,M002,E001,601,522,509,13,7.98,0.82,1022.48,37.17,None,86.86,2.49,Completed,Low,Low,33.044,2021,5,May,2021-05
P083111,2025-09-07,Evening,NP004,Storage Box,Storage,M006,E028,1750,1478,1424,54,6.13,0.21,2349.14,17.93,Deformed Product,84.46,3.65,Completed,Low,Low,22.264,2025,9,September,2025-09
P083112,2024-04-10,Morning,NP004,Storage Box,Storage,M003,E028,945,818,720,98,6.01,0.02,1359.25,39.07,None,86.56,11.98,Review,Low,Low,22.264,2024,4,April,2024-04
P083113,2022-03-29,Morning,NP003,Plastic Chair,Furniture,M002,E020,281,270,257,13,5.72,0.92,751.87,7.66,Surface Defect,96.09,4.81,Completed,Medium,Medium,46.592,2022,3,March,2022-03
P083114,2022-10-19,Morning,NP006,Kitchen Container,Kitchen Product,M003,E008,834,835,808,27,6.46,1.39,466.75,12.58,None,100.12,3.23,Completed,Medium,High,96.056,2022,10,October,2022-10
P083115,2025-07-01,Morning,NP003,Plastic Chair,Furniture,M004,E023,1398,1307,1214,93,5.71,0.44,3322.44,16.39,Dimensional Defect,93.49,7.12,Completed,Low,Medium,46.592,2025,7,July,2025-07
P083116,2024-05-13,Morning,NP003,Plastic Chair,Furniture,M002,E010,1403,1411,1366,45,6.12,0.64,4038.14,19.35,Crack,100.57,3.19,Completed,Medium,Medium,46.592,2024,5,May,2024-05
P083117,2026-04-01,Morning,NP004,Storage Box,Storage,M005,E015,157,151,141,10,6.74,1.58,234.34,3.63,None,96.18,6.62,Completed,Medium,Low,22.264,2026,4,April,2026-04
P083118,2025-04-29,Evening,NP001,Plastic Bucket,Household Utility,M003,E010,1081,1077,1031,46,6.85,0.7,1286.97,11.31,Dimensional Defect,99.63,4.27,Completed,Medium,High,52.232,2025,4,April,2025-04
P083119,2023-10-26,Evening,NP006,Kitchen Container,Kitchen Product,M002,E022,407,411,399,12,6.37,0.72,215.49,2.22,Crack,100.98,2.92,Completed,High,High,96.056,2023,10,October,2023-10
P083120,2022-06-16,Morning,NP004,Storage Box,Storage,M006,E021,1309,1310,1289,21,7.39,1.6,2164.69,32.23,Surface Defect,100.08,1.6,Completed,High,Low,22.264,2022,6,June,2022-06
P083121,2023-08-26,Evening,NP001,Plastic Bucket,Household Utility,M002,E010,1032,1024,998,26,5.75,0.99,1234.82,23.39,Surface Defect,99.22,2.54,Completed,High,High,52.232,2023,8,August,2023-08
P083122,2025-08-16,Morning,NP003,Plastic Chair,Furniture,M001,E023,1626,1436,1377,59,6.36,0.5,4285.25,21.61,Colour Defect,88.31,4.11,Completed,Low,Medium,46.592,2025,8,August,2025-08
P083123,2021-04-04,Evening,NP003,Plastic Chair,Furniture,M005,E025,1143,1060,1019,41,7.02,0.85,3048.97,2.72,Crack,92.74,3.87,Completed,Medium,Medium,46.592,2021,4,April,2021-04
P083124,2024-06-25,Night,NP001,Plastic Bucket,Household Utility,M003,E003,874,832,800,32,6.71,1.53,974.37,17.13,Crack,95.19,3.85,Completed,Medium,High,52.232,2024,6,June,2024-06
P083125,2021-09-13,Night,NP005,Plastic Dustbin,Household Utility,M002,E023,1675,1304,1148,156,6.22,0.89,2473.23,7.93,None,77.85,11.96,Review,Low,Low,33.044,2021,9,September,2021-09
P083126,2025-02-21,Morning,NP001,Plastic Bucket,Household Utility,M002,E028,1557,1438,1333,105,6.72,0.27,1689.29,17.64,Shape Defect,92.36,7.3,Completed,Low,High,52.232,2025,2,February,2025-02
P083127,2024-06-13,Evening,NP005,Plastic Dustbin,Household Utility,M001,E008,362,349,329,20,7.97,1.45,676.3,17.74,Surface Defect,96.41,5.73,Completed,Medium,Low,33.044,2024,6,June,2024-06
P083128,2024-10-12,Night,NP005,Plastic Dustbin,Household Utility,M003,E020,304,258,256,2,6.86,0.51,482.21,21.71,None,84.87,0.78,Completed,Low,Low,33.044,2024,10,October,2024-10
P083129,2025-08-17,Morning,NP004,Storage Box,Storage,M004,E025,1029,934,888,46,5.67,1.51,1444.6,28.95,Deformed Product,90.77,4.93,Completed,Medium,Low,22.264,2025,8,August,2025-08
P083130,2022-06-24,Morning,NP004,Storage Box,Storage,M001,E013,742,742,704,38,7.5,0.45,1219.06,20.44,None,100.0,5.12,Completed,Medium,Low,22.264,2022,6,June,2022-06
P083131,2025-02-02,Morning,NP005,Plastic Dustbin,Household Utility,M002,E018,1755,1635,1565,70,6.76,0.44,3289.93,26.12,Shape Defect,93.16,4.28,Completed,Medium,Low,33.044,2025,2,February,2025-02
P083132,2022-01-14,Night,NP001,Plastic Bucket,Household Utility,M002,E012,587,561,538,23,7.35,1.22,661.16,37.82,Colour Defect,95.57,4.1,Completed,Medium,High,52.232,2022,1,January,2022-01
P083133,2024-03-05,Morning,NP006,Kitchen Container,Kitchen Product,M001,E001,1711,1676,1639,37,7.91,0.65,901.27,21.11,Crack,97.95,2.21,Completed,High,High,96.056,2024,3,March,2024-03
