Production_ID,Production_Date,Shift,Product_ID,Product_Name,Product_Category,Machine_ID,Operator_ID,Planned_Qty,Produced_Qty,Good_Qty,Rejected_Qty,Production_Hours,Downtime_Hours,Raw_Material_Used_Kg,Wastage_Kg,Defect_Type,Production_Efficiency_%,Defect_Rate_%,Production_Status,Batch_Quality,Product_Quality_Level,Product_Quality_Score
P077379,11-08-2026,Morning,NP004,Storage Box,Storage,M006,E019,387,325,311,14,6.51,1.2,508.04,26.2,Colour Defect,83.98,4.31,Completed,Low,Low,22.264
P077380,10-01-2021,Evening,NP002,Plastic Mug,Household Utility,M005,E014,1189,933,871,62,7.91,1.57,231.56,14.81,None,78.47,6.65,Completed,Low,Medium,47.322
P077381,01-10-2022,Night,NP004,Storage Box,Storage,M006,E013,993,824,746,78,6.88,0.4,1264.51,13.5,Deformed Product,82.98,9.47,Review,Low,Low,22.264
P077382,14-06-2025,Morning,NP003,Plastic Chair,Furniture,M001,E005,1687,1552,1455,97,7.18,1.23,4144.31,24.43,Colour Defect,92,6.25,Completed,Medium,Medium,46.592
P077383,30-07-2025,Morning,NP002,Plastic Mug,Household Utility,M005,E014,1682,1652,1615,37,6.65,0.53,418.68,17.5,Dimensional Defect,98.22,2.24,Completed,High,Medium,47.322
P077384,11-04-2024,Night,NP005,Plastic Dustbin,Household Utility,M002,E003,905,905,863,42,6.3,0.43,1680.05,2.23,None,100,4.64,Completed,Medium,Low,33.044
P077385,07-12-2023,Morning,NP002,Plastic Mug,Household Utility,M005,E007,1367,1383,1352,31,7.6,0.48,364.42,25.57,Shape Defect,101.17,2.24,Completed,High,Medium,47.322
P077386,13-04-2023,Evening,NP003,Plastic Chair,Furniture,M002,E003,528,507,499,8,7.45,1.53,1480.47,33.7,Crack,96.02,1.58,Completed,High,Medium,46.592
P077387,17-09-2024,Morning,NP006,Kitchen Container,Kitchen Product,M003,E025,267,267,263,4,7.65,0.12,149.56,22.14,Shape Defect,100,1.5,Completed,High,High,96.056
P077388,20-06-2023,Morning,NP003,Plastic Chair,Furniture,M004,E003,1297,1300,1152,148,6.05,1.01,3617.08,5.19,Colour Defect,100.23,11.38,Review,Low,Medium,46.592
P077389,12-01-2024,Morning,NP006,Kitchen Container,Kitchen Product,M006,E025,877,903,831,72,5.73,1.53,488.67,25.69,Colour Defect,102.96,7.97,Completed,Low,High,96.056
P077390,20-01-2024,Morning,NP004,Storage Box,Storage,M004,E003,175,160,156,4,5.52,0.77,260.78,31.64,Surface Defect,91.43,2.5,Completed,Medium,Low,22.264
P077391,14-02-2021,Night,NP003,Plastic Chair,Furniture,M004,E009,1553,1600,1543,57,7.05,0.17,4508.98,3.48,None,103.03,3.56,Completed,Medium,Medium,46.592
P077392,05-12-2023,Evening,NP004,Storage Box,Storage,M001,E002,1458,1431,1406,25,6.19,0.03,2197.61,30.86,None,98.15,1.75,Completed,High,Low,22.264
P077393,18-08-2022,Morning,NP004,Storage Box,Storage,M002,E011,511,485,444,41,5.56,0.25,791.48,17.88,Shape Defect,94.91,8.45,Review,Low,Low,22.264
P077394,22-12-2024,Night,NP005,Plastic Dustbin,Household Utility,M003,E011,1232,1062,1014,48,5.77,0.35,2055.03,32.33,Colour Defect,86.2,4.52,Completed,Low,Low,33.044
P077395,11-11-2022,Night,NP004,Storage Box,Storage,M006,E008,1340,1128,1066,62,7.01,1.18,1930.2,20.49,None,84.18,5.5,Completed,Low,Low,22.264
P077396,17-10-2021,Evening,NP004,Storage Box,Storage,M004,E019,1779,1795,1771,24,6.36,1.09,2933.75,16.68,Shape Defect,100.9,1.34,Completed,High,Low,22.264
P077397,01-01-2026,Evening,NP005,Plastic Dustbin,Household Utility,M005,E013,815,794,761,33,6.59,0.6,1581.27,16.06,Shape Defect,97.42,4.16,Completed,Medium,Low,33.044
P077398,29-01-2024,Night,NP006,Kitchen Container,Kitchen Product,M003,E008,253,243,227,16,5.97,1.18,137.05,6.73,Colour Defect,96.05,6.58,Completed,Medium,High,96.056
P077399,24-10-2023,Morning,NP002,Plastic Mug,Household Utility,M005,E019,1261,1170,1137,33,6.88,0.02,278.5,32.01,None,92.78,2.82,Completed,Medium,Medium,47.322
P077400,28-09-2023,Night,NP006,Kitchen Container,Kitchen Product,M004,E008,310,309,285,24,6.87,0.7,163.48,4.78,Shape Defect,99.68,7.77,Completed,Low,High,96.056
P077401,31-05-2024,Night,NP004,Storage Box,Storage,M003,E005,1293,1218,1151,67,7.02,1.31,1935.69,30.86,Shape Defect,94.2,5.5,Completed,Medium,Low,22.264
P077402,06-09-2022,Morning,NP004,Storage Box,Storage,M002,E019,1089,951,933,18,7.6,0.16,1473.6,3.34,None,87.33,1.89,Completed,Low,Low,22.264
P077403,19-02-2024,Morning,NP004,Storage Box,Storage,M005,E002,489,435,422,13,7.72,1.14,658.34,17.02,Surface Defect,88.96,2.99,Completed,Low,Low,22.264
P077404,20-10-2022,Evening,NP004,Storage Box,Storage,M006,E027,1409,1230,1186,44,7.1,0.65,1902.03,24.12,None,87.3,3.58,Completed,Low,Low,22.264
P077405,07-08-2026,Morning,NP002,Plastic Mug,Household Utility,M001,E017,913,825,766,59,5.82,0.58,209.28,12.86,Shape Defect,90.36,7.15,Completed,Low,Medium,47.322
P077406,23-02-2025,Evening,NP005,Plastic Dustbin,Household Utility,M006,E006,1031,1014,976,38,7.94,0.6,1771.07,8.19,None,98.35,3.75,Completed,Medium,Low,33.044
P077407,29-03-2022,Evening,NP004,Storage Box,Storage,M004,E028,596,560,530,30,7.86,1.58,888.39,18.9,None,93.96,5.36,Completed,Medium,Low,22.264
P077408,17-12-2022,Night,NP006,Kitchen Container,Kitchen Product,M004,E012,1447,1398,1334,64,7.12,0.25,757.06,29.33,None,96.61,4.58,Completed,Medium,High,96.056
P077409,14-06-2021,Morning,NP005,Plastic Dustbin,Household Utility,M006,E027,1525,1498,1388,110,6.68,0.56,2821.92,33.73,Colour Defect,98.23,7.34,Completed,Low,Low,33.044
P077410,09-07-2025,Evening,NP006,Kitchen Container,Kitchen Product,M006,E029,1753,1572,1462,110,7.03,0.93,849.73,35.08,Surface Defect,89.67,7,Completed,Low,High,96.056
P077411,20-05-2024,Morning,NP005,Plastic Dustbin,Household Utility,M003,E001,351,318,308,10,6.94,0.46,599.17,22.82,Shape Defect,90.6,3.14,Completed,Medium,Low,33.044
P077412,09-08-2025,Evening,NP003,Plastic Chair,Furniture,M005,E020,174,176,172,4,5.53,0.29,484.82,35.83,Deformed Product,101.15,2.27,Completed,High,Medium,46.592
P077413,27-06-2026,Morning,NP006,Kitchen Container,Kitchen Product,M005,E004,1712,1611,1596,15,7.66,0.4,931.9,10,Shape Defect,94.1,0.93,Completed,Medium,High,96.056
P077414,13-12-2025,Morning,NP002,Plastic Mug,Household Utility,M005,E004,426,411,374,37,6.87,0.72,105.7,6.1,Shape Defect,96.48,9,Review,Low,Medium,47.322
P077415,11-02-2023,Morning,NP001,Plastic Bucket,Household Utility,M005,E008,1580,1338,1255,83,7.14,1.38,1598.66,24.66,Crack,84.68,6.2,Completed,Low,High,52.232
P077416,14-01-2026,Night,NP001,Plastic Bucket,Household Utility,M006,E028,363,331,326,5,5.62,1.26,390.23,13.77,None,91.18,1.51,Completed,Medium,High,52.232
P077417,28-10-2021,Morning,NP004,Storage Box,Storage,M001,E003,1737,1688,1655,33,6.31,0.87,2778.14,38.83,None,97.18,1.95,Completed,High,Low,22.264
P077418,16-04-2021,Morning,NP001,Plastic Bucket,Household Utility,M005,E012,426,384,369,15,7.09,0.37,470.62,18.55,Shape Defect,90.14,3.91,Completed,Medium,High,52.232
P077419,23-09-2023,Morning,NP006,Kitchen Container,Kitchen Product,M004,E023,1720,1613,1575,38,7.6,0.48,835.74,26.9,Deformed Product,93.78,2.36,Completed,Medium,High,96.056
P077420,17-02-2021,Morning,NP003,Plastic Chair,Furniture,M003,E002,272,236,227,9,7.89,0.62,678.24,32.62,None,86.76,3.81,Completed,Low,Medium,46.592
P077421,03-04-2022,Evening,NP004,Storage Box,Storage,M006,E026,796,715,709,6,7.49,0.49,1223.82,11.59,Surface Defect,89.82,0.84,Completed,Low,Low,22.264
P077422,05-09-2021,Night,NP002,Plastic Mug,Household Utility,M005,E023,441,351,328,23,7.9,0.63,83.06,25.99,Colour Defect,79.59,6.55,Completed,Low,Medium,47.322
P077423,07-09-2025,Evening,NP005,Plastic Dustbin,Household Utility,M001,E011,627,593,584,9,7.84,0.64,1155.71,39.14,Colour Defect,94.58,1.52,Completed,Medium,Low,33.044
P077424,28-12-2024,Night,NP006,Kitchen Container,Kitchen Product,M001,E011,350,340,315,25,6.37,1.14,182.84,15.94,None,97.14,7.35,Completed,Low,High,96.056
P077425,07-04-2024,Evening,NP005,Plastic Dustbin,Household Utility,M002,E010,1578,1369,1269,100,7.25,0.12,2703.09,21.66,Dimensional Defect,86.76,7.3,Completed,Low,Low,33.044
P077426,02-04-2022,Morning,NP005,Plastic Dustbin,Household Utility,M002,E025,365,328,310,18,6.27,1.18,628.24,9.31,Shape Defect,89.86,5.49,Completed,Low,Low,33.044
P077427,10-03-2023,Night,NP005,Plastic Dustbin,Household Utility,M004,E007,648,616,575,41,7.67,0.14,1239.17,24.55,None,95.06,6.66,Completed,Medium,Low,33.044
P077428,08-07-2023,Morning,NP003,Plastic Chair,Furniture,M006,E020,614,566,541,25,6.67,0.84,1497.83,37.35,Shape Defect,92.18,4.42,Completed,Medium,Medium,46.592
P077429,17-09-2022,Evening,NP003,Plastic Chair,Furniture,M001,E020,956,871,833,38,7.13,0.79,2278.99,31.64,Surface Defect,91.11,4.36,Completed,Medium,Medium,46.592
P077430,25-12-2023,Morning,NP006,Kitchen Container,Kitchen Product,M002,E001,852,843,789,54,7.01,1.27,469.91,2.82,Dimensional Defect,98.94,6.41,Completed,Medium,High,96.056
P077431,07-05-2022,Morning,NP002,Plastic Mug,Household Utility,M004,E021,1711,1534,1479,55,5.51,1.02,380.55,28.51,Surface Defect,89.66,3.59,Completed,Low,Medium,47.322
P077432,29-06-2022,Evening,NP004,Storage Box,Storage,M003,E022,1234,1113,1079,34,7.37,1,1825.83,4.98,None,90.19,3.05,Completed,Medium,Low,22.264
P077433,04-01-2021,Night,NP003,Plastic Chair,Furniture,M003,E018,318,314,302,12,7.53,0.47,904.93,21.66,Surface Defect,98.74,3.82,Completed,Medium,Medium,46.592
P077434,13-03-2022,Evening,NP004,Storage Box,Storage,M002,E018,708,664,637,27,6.7,0.8,1104.75,35.86,None,93.79,4.07,Completed,Medium,Low,22.264
P077435,11-02-2024,Evening,NP002,Plastic Mug,Household Utility,M002,E025,1779,1777,1718,59,7.22,1.06,452.67,21.25,Dimensional Defect,99.89,3.32,Completed,Medium,Medium,47.322
P077436,10-09-2025,Morning,NP002,Plastic Mug,Household Utility,M005,E020,1060,943,897,46,6.97,0.91,237,25.48,None,88.96,4.88,Completed,Low,Medium,47.322
P077437,23-12-2021,Evening,NP002,Plastic Mug,Household Utility,M002,E030,1708,1652,1594,58,5.76,0.16,412.96,30.05,Dimensional Defect,96.72,3.51,Completed,Medium,Medium,47.322
P077438,29-05-2023,Morning,NP004,Storage Box,Storage,M005,E030,178,178,174,4,5.9,0.95,287.14,4.86,Dimensional Defect,100,2.25,Completed,High,Low,22.264
P077439,25-11-2025,Evening,NP003,Plastic Chair,Furniture,M001,E006,196,191,186,5,7.77,0.67,517.68,16.84,Surface Defect,97.45,2.62,Completed,High,Medium,46.592
P077440,18-05-2025,Evening,NP002,Plastic Mug,Household Utility,M006,E024,310,294,278,16,6,1.41,75.95,16.8,None,94.84,5.44,Completed,Medium,Medium,47.322
P077441,10-01-2025,Evening,NP005,Plastic Dustbin,Household Utility,M006,E025,1317,1279,1173,106,7.42,1.53,2453.25,36.59,Surface Defect,97.11,8.29,Review,Low,Low,33.044
P077442,28-05-2024,Evening,NP006,Kitchen Container,Kitchen Product,M001,E025,669,625,596,29,7.61,0.14,354.86,22.6,Surface Defect,93.42,4.64,Completed,Medium,High,96.056
P077443,08-05-2025,Morning,NP004,Storage Box,Storage,M006,E027,944,898,861,37,6.25,0.9,1467.7,26.63,None,95.13,4.12,Completed,Medium,Low,22.264
P077444,03-06-2021,Morning,NP002,Plastic Mug,Household Utility,M001,E008,669,662,608,54,7.28,0.38,174.89,1.57,None,98.95,8.16,Review,Low,Medium,47.322
P077445,20-07-2025,Night,NP005,Plastic Dustbin,Household Utility,M005,E027,1251,1252,1204,48,6.18,0.91,2502.5,36.38,Shape Defect,100.08,3.83,Completed,Medium,Low,33.044
P077446,16-11-2023,Morning,NP005,Plastic Dustbin,Household Utility,M005,E011,775,745,695,50,7.07,0.41,1398.8,28.68,None,96.13,6.71,Completed,Medium,Low,33.044
P077447,20-03-2022,Morning,NP003,Plastic Chair,Furniture,M004,E018,756,687,677,10,7.53,1.19,1986.02,13.26,Surface Defect,90.87,1.46,Completed,Medium,Medium,46.592
P077448,28-10-2021,Morning,NP004,Storage Box,Storage,M001,E029,1467,1332,1303,29,6.77,0.51,2261.62,14.91,Crack,90.8,2.18,Completed,Medium,Low,22.264
P077449,12-02-2026,Morning,NP004,Storage Box,Storage,M006,E024,1472,1474,1460,14,7.86,0.25,2350.19,31.89,None,100.14,0.95,Completed,High,Low,22.264
P077450,18-04-2022,Night,NP002,Plastic Mug,Household Utility,M003,E006,676,623,600,23,6.21,0.76,152.72,18.33,None,92.16,3.69,Completed,Medium,Medium,47.322
P077451,18-06-2024,Morning,NP004,Storage Box,Storage,M006,E021,875,762,724,38,6.81,1.36,1309.77,31.06,Surface Defect,87.09,4.99,Completed,Low,Low,22.264
P077452,10-12-2024,Evening,NP006,Kitchen Container,Kitchen Product,M002,E012,668,609,565,44,6.49,1.39,335.4,26.8,Shape Defect,91.17,7.22,Completed,Low,High,96.056
P077453,03-08-2024,Evening,NP002,Plastic Mug,Household Utility,M005,E030,880,785,737,48,7.84,1.57,197.3,27.36,Deformed Product,89.2,6.11,Completed,Low,Medium,47.322
P077454,18-03-2022,Night,NP004,Storage Box,Storage,M004,E002,1723,1627,1546,81,7.24,0.67,2729.98,34.85,Dimensional Defect,94.43,4.98,Completed,Medium,Low,22.264
P077455,22-09-2024,Night,NP004,Storage Box,Storage,M001,E019,455,445,431,14,5.7,0.7,680.2,4.45,Deformed Product,97.8,3.15,Completed,Medium,Low,22.264
P077456,05-09-2024,Night,NP003,Plastic Chair,Furniture,M005,E023,758,758,730,28,7.23,1.14,2088.06,35.62,None,100,3.69,Completed,Medium,Medium,46.592
P077457,08-03-2023,Night,NP002,Plastic Mug,Household Utility,M002,E005,1087,1053,952,101,6.22,0.64,270.47,31.32,Surface Defect,96.87,9.59,Review,Low,Medium,47.322
P077458,23-04-2024,Morning,NP002,Plastic Mug,Household Utility,M001,E029,450,455,430,25,6.24,1.35,118.66,39.44,Surface Defect,101.11,5.49,Completed,Medium,Medium,47.322
P077459,18-05-2022,Evening,NP001,Plastic Bucket,Household Utility,M003,E016,764,675,672,3,7.16,0.6,771.4,21.26,Crack,88.35,0.44,Completed,Low,High,52.232
P077460,01-06-2026,Night,NP006,Kitchen Container,Kitchen Product,M001,E016,220,211,207,4,7.52,0.47,118.06,27.55,Dimensional Defect,95.91,1.9,Completed,High,High,96.056
P077461,20-04-2024,Night,NP006,Kitchen Container,Kitchen Product,M005,E012,834,841,782,59,7.61,0.77,486.72,7.97,Colour Defect,100.84,7.02,Completed,Low,High,96.056
P077462,28-03-2021,Evening,NP005,Plastic Dustbin,Household Utility,M005,E018,719,664,646,18,5.53,1.08,1251.21,24.23,None,92.35,2.71,Completed,Medium,Low,33.044
P077463,06-12-2025,Evening,NP004,Storage Box,Storage,M001,E010,1292,1308,1272,36,7.7,0.72,2014.02,23.52,None,101.24,2.75,Completed,High,Low,22.264
P077464,17-01-2025,Evening,NP004,Storage Box,Storage,M005,E011,604,540,506,34,7.2,0.38,826.02,1.05,Crack,89.4,6.3,Completed,Low,Low,22.264
P077465,09-12-2025,Morning,NP001,Plastic Bucket,Household Utility,M001,E017,1127,1026,1018,8,7.04,1.5,1300.97,7.33,Surface Defect,91.04,0.78,Completed,Medium,High,52.232
P077466,06-07-2026,Evening,NP003,Plastic Chair,Furniture,M004,E005,1283,1266,1176,90,8,0.44,3356.47,22.78,None,98.67,7.11,Completed,Low,Medium,46.592
P077467,08-05-2025,Evening,NP001,Plastic Bucket,Household Utility,M002,E028,422,401,378,23,5.89,0.92,470.47,25.93,Surface Defect,95.02,5.74,Completed,Medium,High,52.232
P077468,19-12-2024,Morning,NP004,Storage Box,Storage,M006,E023,514,422,410,12,6,0.1,679.25,17.98,Shape Defect,82.1,2.84,Completed,Low,Low,22.264
P077469,14-01-2025,Evening,NP005,Plastic Dustbin,Household Utility,M003,E022,1534,1357,1294,63,7.36,0.02,2611.87,35.84,Shape Defect,88.46,4.64,Completed,Low,Low,33.044
P077470,20-04-2026,Evening,NP002,Plastic Mug,Household Utility,M002,E011,1692,1442,1435,7,7.27,1.5,362.87,3.35,Crack,85.22,0.49,Completed,Low,Medium,47.322
P077471,01-05-2023,Evening,NP004,Storage Box,Storage,M005,E023,1224,1221,1166,55,7.33,1.6,1949.64,36.98,Surface Defect,99.75,4.5,Completed,Medium,Low,22.264
P077472,12-05-2022,Morning,NP004,Storage Box,Storage,M006,E001,1062,885,856,29,5.85,1.15,1381.98,4.06,Colour Defect,83.33,3.28,Completed,Low,Low,22.264
P077473,15-11-2023,Night,NP003,Plastic Chair,Furniture,M001,E026,1100,1097,1069,28,5.55,0.7,3020.37,36.36,Shape Defect,99.73,2.55,Completed,High,Medium,46.592
P077474,10-04-2022,Morning,NP001,Plastic Bucket,Household Utility,M005,E012,1234,1271,1118,153,5.83,0.59,1604.5,13.2,Crack,103,12.04,Review,Low,High,52.232
P077475,03-07-2022,Night,NP002,Plastic Mug,Household Utility,M003,E011,1746,1542,1397,145,6.72,0.43,394,12.28,Crack,88.32,9.4,Review,Low,Medium,47.322
P077476,02-11-2025,Morning,NP001,Plastic Bucket,Household Utility,M004,E012,482,448,427,21,5.99,0.57,531.17,30.63,Shape Defect,92.95,4.69,Completed,Medium,High,52.232
P077477,23-05-2022,Morning,NP004,Storage Box,Storage,M006,E030,1709,1534,1455,79,6.34,1.49,2442.61,8.32,None,89.76,5.15,Completed,Low,Low,22.264
P077478,10-10-2023,Evening,NP005,Plastic Dustbin,Household Utility,M004,E022,1327,1222,1211,11,7.17,1.17,2325.75,30.2,None,92.09,0.9,Completed,Medium,Low,33.044
P077479,18-03-2024,Morning,NP006,Kitchen Container,Kitchen Product,M001,E012,1112,1039,1009,30,6.94,0.83,563.38,2.58,None,93.44,2.89,Completed,Medium,High,96.056
P077480,21-08-2024,Night,NP004,Storage Box,Storage,M002,E016,248,202,193,9,6,0.33,307.66,32.96,Shape Defect,81.45,4.46,Completed,Low,Low,22.264
P077481,30-11-2024,Evening,NP004,Storage Box,Storage,M003,E027,931,848,835,13,6.19,1.18,1367.77,17.41,None,91.08,1.53,Completed,Medium,Low,22.264
P077482,20-01-2024,Morning,NP006,Kitchen Container,Kitchen Product,M001,E029,774,771,751,20,6.7,1.38,439.55,15.25,Surface Defect,99.61,2.59,Completed,High,High,96.056
P077483,29-01-2022,Evening,NP005,Plastic Dustbin,Household Utility,M004,E018,781,724,682,42,7.31,0.86,1389.28,17.27,Surface Defect,92.7,5.8,Completed,Medium,Low,33.044
P077484,13-05-2021,Morning,NP004,Storage Box,Storage,M004,E001,724,713,689,24,5.63,0.45,1159.11,25.18,Surface Defect,98.48,3.37,Completed,Medium,Low,22.264
P077485,22-12-2025,Morning,NP001,Plastic Bucket,Household Utility,M003,E004,407,363,327,36,7.93,1.45,419.03,14.06,None,89.19,9.92,Review,Low,High,52.232
P077486,23-06-2025,Morning,NP001,Plastic Bucket,Household Utility,M006,E025,1706,1653,1552,101,7.45,0.93,1990.66,21.8,Surface Defect,96.89,6.11,Completed,Medium,High,52.232
P077487,30-11-2024,Morning,NP001,Plastic Bucket,Household Utility,M005,E029,697,688,641,47,6.37,0.81,798.21,36.19,Shape Defect,98.71,6.83,Completed,Medium,High,52.232
P077488,31-08-2023,Morning,NP001,Plastic Bucket,Household Utility,M005,E022,1380,1325,1282,43,5.86,0.09,1588.3,20.04,None,96.01,3.25,Completed,Medium,High,52.232
P077489,25-06-2026,Evening,NP004,Storage Box,Storage,M003,E015,842,849,816,33,7.76,0.83,1354.7,37.25,Colour Defect,100.83,3.89,Completed,Medium,Low,22.264
P077490,03-01-2024,Morning,NP006,Kitchen Container,Kitchen Product,M003,E015,1370,1309,1275,34,7.74,1.19,710.79,37.01,None,95.55,2.6,Completed,High,High,96.056
P077491,29-07-2022,Morning,NP004,Storage Box,Storage,M004,E029,1248,1173,1127,46,7.58,0.29,1895.92,24.35,Surface Defect,93.99,3.92,Completed,Medium,Low,22.264
P077492,24-05-2021,Evening,NP004,Storage Box,Storage,M006,E027,627,621,606,15,6.25,0.77,993.95,14.99,Deformed Product,99.04,2.42,Completed,High,Low,22.264
P077493,26-09-2024,Morning,NP004,Storage Box,Storage,M005,E025,797,697,691,6,6.36,0.79,1056.85,26.63,None,87.45,0.86,Completed,Low,Low,22.264
P077494,22-05-2024,Morning,NP001,Plastic Bucket,Household Utility,M005,E015,337,314,305,9,5.54,1.23,365.74,33.62,Deformed Product,93.18,2.87,Completed,Medium,High,52.232
P077495,22-06-2024,Evening,NP001,Plastic Bucket,Household Utility,M001,E019,1719,1546,1360,186,7.62,0.09,1837.09,38.55,None,89.94,12.03,Review,Low,High,52.232
P077496,04-05-2023,Evening,NP001,Plastic Bucket,Household Utility,M001,E002,1646,1580,1526,54,6.34,0.14,1796.02,18.72,Colour Defect,95.99,3.42,Completed,Medium,High,52.232
P077497,04-09-2022,Evening,NP003,Plastic Chair,Furniture,M001,E004,888,811,740,71,6.35,0.95,2148.96,39.49,Surface Defect,91.33,8.75,Review,Low,Medium,46.592
P077498,02-05-2022,Night,NP004,Storage Box,Storage,M003,E016,440,357,354,3,6.99,0.95,565.16,5.09,Shape Defect,81.14,0.84,Completed,Low,Low,22.264
P077499,30-09-2024,Evening,NP006,Kitchen Container,Kitchen Product,M005,E021,1129,1035,1027,8,7.95,1.54,595.16,28.72,Colour Defect,91.67,0.77,Completed,Medium,High,96.056
P077500,04-10-2021,Morning,NP003,Plastic Chair,Furniture,M004,E029,1758,1660,1636,24,5.75,0.21,4728.7,11.37,None,94.43,1.45,Completed,Medium,Medium,46.592
P077501,03-08-2024,Morning,NP006,Kitchen Container,Kitchen Product,M002,E007,221,200,189,11,6.13,0.96,108.73,29.79,Shape Defect,90.5,5.5,Completed,Medium,High,96.056
P077502,23-03-2022,Morning,NP002,Plastic Mug,Household Utility,M003,E029,1703,1582,1520,62,5.81,1.31,378.84,17.62,Deformed Product,92.89,3.92,Completed,Medium,Medium,47.322
P077503,13-10-2023,Night,NP002,Plastic Mug,Household Utility,M003,E002,520,479,474,5,7.03,0.1,119.36,8.53,None,92.12,1.04,Completed,Medium,Medium,47.322
P077504,05-03-2021,Night,NP006,Kitchen Container,Kitchen Product,M006,E010,520,444,426,18,7.19,1.29,236.92,31.53,Dimensional Defect,85.38,4.05,Completed,Low,High,96.056
P077505,08-07-2026,Morning,NP006,Kitchen Container,Kitchen Product,M001,E027,1211,1111,1033,78,5.52,0.95,640.4,21.87,None,91.74,7.02,Completed,Low,High,96.056
P077506,02-08-2024,Morning,NP004,Storage Box,Storage,M004,E019,552,441,412,29,7.45,0.99,703.91,37.89,None,79.89,6.58,Completed,Low,Low,22.264
P077507,28-04-2022,Evening,NP001,Plastic Bucket,Household Utility,M005,E027,220,194,180,14,6.61,0.7,241.23,33.7,Crack,88.18,7.22,Completed,Low,High,52.232
P077508,17-12-2024,Night,NP006,Kitchen Container,Kitchen Product,M001,E014,519,531,518,13,7.34,0.16,280.25,26.27,None,102.31,2.45,Completed,High,High,96.056
P077509,18-07-2021,Night,NP003,Plastic Chair,Furniture,M006,E023,264,224,208,16,7.54,1.23,640.39,10.39,Shape Defect,84.85,7.14,Completed,Low,Medium,46.592
P077510,15-10-2024,Morning,NP003,Plastic Chair,Furniture,M002,E022,1075,955,928,27,6.62,0.78,2651.36,1.98,Deformed Product,88.84,2.83,Completed,Low,Medium,46.592
P077511,08-09-2023,Evening,NP006,Kitchen Container,Kitchen Product,M001,E002,1454,1398,1366,32,7.81,0.85,757.23,23.4,Shape Defect,96.15,2.29,Completed,High,High,96.056
P077512,31-12-2025,Evening,NP004,Storage Box,Storage,M001,E030,467,475,436,39,7.47,1.56,804.26,13.64,None,101.71,8.21,Review,Low,Low,22.264
P077513,24-01-2022,Morning,NP005,Plastic Dustbin,Household Utility,M006,E003,1305,1252,1237,15,6.24,0.23,2354.33,20.65,Dimensional Defect,95.94,1.2,Completed,High,Low,33.044
P077514,19-12-2025,Morning,NP003,Plastic Chair,Furniture,M003,E023,367,351,332,19,8,0.75,970.13,37.98,Surface Defect,95.64,5.41,Completed,Medium,Medium,46.592
P077515,24-01-2025,Morning,NP004,Storage Box,Storage,M002,E003,877,843,773,70,6.29,0.11,1280.3,6.46,None,96.12,8.3,Review,Low,Low,22.264
P077516,28-09-2021,Morning,NP002,Plastic Mug,Household Utility,M004,E001,262,250,247,3,5.91,0.16,64.28,1.57,None,95.42,1.2,Completed,High,Medium,47.322
P077517,06-11-2022,Morning,NP006,Kitchen Container,Kitchen Product,M004,E001,1112,1043,1019,24,7.48,0.07,556.89,30.66,Colour Defect,93.79,2.3,Completed,Medium,High,96.056
P077518,10-11-2025,Evening,NP002,Plastic Mug,Household Utility,M003,E004,796,727,717,10,6.09,0.1,175.02,38.9,None,91.33,1.38,Completed,Medium,Medium,47.322
P077519,04-04-2021,Evening,NP001,Plastic Bucket,Household Utility,M004,E013,891,844,824,20,7.89,0.27,986.32,14.93,Crack,94.73,2.37,Completed,Medium,High,52.232
P077520,09-04-2022,Night,NP003,Plastic Chair,Furniture,M002,E008,346,315,306,9,5.76,1.56,909.13,33.56,Dimensional Defect,91.04,2.86,Completed,Medium,Medium,46.592
P077521,11-10-2023,Evening,NP004,Storage Box,Storage,M006,E015,1269,1172,1113,59,5.5,0.11,1819.9,15.11,None,92.36,5.03,Completed,Medium,Low,22.264
P077522,16-08-2024,Evening,NP005,Plastic Dustbin,Household Utility,M002,E025,527,486,481,5,7.41,1.35,883.6,25.05,Surface Defect,92.22,1.03,Completed,Medium,Low,33.044
P077523,04-06-2023,Night,NP002,Plastic Mug,Household Utility,M004,E014,731,693,678,15,5.63,0.08,173.25,13.87,Dimensional Defect,94.8,2.16,Completed,Medium,Medium,47.322
P077524,31-05-2023,Night,NP005,Plastic Dustbin,Household Utility,M004,E025,779,714,661,53,6.38,1.47,1338.88,37.54,Crack,91.66,7.42,Completed,Low,Low,33.044
P077525,08-02-2024,Morning,NP003,Plastic Chair,Furniture,M006,E027,1731,1680,1589,91,7.87,1.58,4896.34,29.62,Crack,97.05,5.42,Completed,Medium,Medium,46.592
P077526,31-08-2023,Evening,NP005,Plastic Dustbin,Household Utility,M005,E026,466,426,413,13,5.53,1.21,790.56,14.71,None,91.42,3.05,Completed,Medium,Low,33.044
P077527,29-06-2024,Evening,NP006,Kitchen Container,Kitchen Product,M005,E003,559,520,508,12,5.5,1.29,273.18,39.29,None,93.02,2.31,Completed,Medium,High,96.056
P077528,01-04-2023,Evening,NP004,Storage Box,Storage,M003,E020,1503,1477,1415,62,6.78,0.5,2362.51,23.04,None,98.27,4.2,Completed,Medium,Low,22.264
P077529,30-08-2022,Evening,NP005,Plastic Dustbin,Household Utility,M004,E005,1491,1289,1279,10,6.9,0.54,2372.53,19.53,None,86.45,0.78,Completed,Low,Low,33.044
